一	4e00.a
曛	65e5.b,718f.c
曜	65e5.b,7fdf.c
曝	65e5.b,66b4.c
曠	65e5.b,5ee3.c
曦	65e5.b,7fb2.c
曩	65e5.d,8944.e
曰	56d7.a,4e00.f
曲	5b.3a.2d.31.5d.3022.a,65e5.m
曳	31c2.a,2ffb.31c2.2ff1.65e5.4e3f.m
更	4e00.d,81fe.e
曵	66f3.a,4e36.l
曷	65e5.d,5303.e
書	807f.d,65e5.e
曹	2ff1.2ffb.5b.3a.2d.31.5d.8279.65e5.65e5.d,65e5.e
曼	65e5.d,2ff1.7f5253c8.e#
曽	516b.d,2d96b.e
曾	4e37.d,2d974.e
替	3698.d,65e5.e
最	65e5.d,53d6.e
會	4ebc.d,2d974.e
月	2e86.a,4e8c.g
有	20087.a,2e9d.j
朊	6708.b,5143.c
朋	6708.b,6708.c
服	6708.b,20b1d.c
朏	6708.b,51fa.c
朐	6708.b,53e5.c
朓	6708.b,5146.c
朔	5c70.b,6708.c
朕	6708.b,5173.c
朖	6708.b,826f.c
朗	2ff0.2ff1.4e36.2ff8.22033.4e36.6708.b,6708.c
朘	6708.b,590b.c
望	2ff1.2ff0.4ea1.6708.738b.d,738b.e
朝	2099d.b,2ebc.c
朞	5176.d,2e9d.e
期	5176.b,6708.c
朦	6708.b,8499.c
朧	6708.b,9f8d.c
木	5341.a,4eba.m
未	30001.a,4eba.m
末	30001.a,4eba.m
本	5341.a,4ebc.m
札	6728.b,4e5a.c
朮	233b3.a,4e36.l
术	6728.a,4e36.l
朱	725b.a,4eba.m
朳	6728.b,516b.c
朴	6728.b,535c.c
朵	51e0.d,6728.e
朶	4e43.d,6728.e
朷	6728.b,5200.c
朸	6728.b,529b.c
机	6728.b,51e0.c
朽	6728.b,4e02.c
朿	5341.a,8d1d.m
杀	4e42.d,6729.e
杁	6728.b,5165.c
杂	4e5d.d,6729.e
权	6728.b,53c8.c
杄	6728.b,5343.c
杆	6728.b,5e72.c
杈	6728.b,53c9.c
杉	6728.b,5f61.c
杌	6728.b,5140.c
李	6728.d,5b50.e
杏	6728.d,53e3.e
材	6728.b,624d.c
村	6728.b,5bf8.c
杓	6728.b,52fa.c
杕	6728.b,5927.c
杖	6728.b,4e08.c
杙	6728.b,5f0b.c
杜	6728.b,571f.c
杞	6728.b,5df1.c
束	30009.a,4eba.m
杠	6728.b,5de5.c
条	5902.d,6729.e
杢	6728.d,5de5.e
杣	6728.b,5c71.c
杤	6728.b,4e07.c
来	5341.a,2ffb.5341.2ff1.4491.4eba.m
杧	6728.b,4ea1.c
杨	6728.b,200d3.c
杩	6728.b,9a6c.c
杪	6728.b,5c11.c
杭	6728.b,4ea2.c
杯	6728.b,4e0d.c
杰	6728.d,706c.e
東	5341.a,2ffb.5341.2ff1.65e5.4eba.m
杲	65e5.d,6728.e
杳	6728.d,65e5.e
杵	6728.b,5348.c
杷	6728.b,5df4.c
杻	6728.b,4e11.c
杼	6728.b,4e88.c
松	6728.b,516c.c
板	6728.b,53cd.c
极	6728.b,53ca.c
构	6728.b,52fe.c
枅	6728.b,5f00.c
枇	6728.b,6bd4.c
枉	6728.b,738b.c
枋	6728.b,65b9.c
枌	6728.b,5206.c
枍	6728.b,516e.c
析	6728.b,65a4.c
枕	6728.b,5198.c
林	6728.b,6728.c
枘	6728.b,5185.c
枚	6728.b,6535.c
果	7532.a,201a3.m
枝	6728.b,652f.c
枞	6728.b,4ece.c
枠	6728.b,5346.c
枡	6728.b,5347.c
枢	6728.b,533a.c
枣	673f.d,2e80.e
枥	6728.b,5386.c
枦	6728.b,6237.c
枧	6728.b,89c1.c
枨	6728.b,957f.c
枩	6728.d,516c.e
枪	6728.b,4ed3.c
枫	6728.b,98ce.c
枭	4e3f.d,2ff1.2ff3.4e3f.2ff4.23.28.2d.200cc.31c9.29.4e36.67286728.e#
枯	6728.b,53e4.c
枰	6728.b,5e73.c
枲	53b6.d,5446.e
枳	6728.b,53ea.c
枴	6728.b,53e7.c
枵	6728.b,53f7.c
架	52a0.d,6728.e
枷	6728.b,52a0.c
枸	6728.b,53e5.c
枹	6728.b,5305.c
柁	6728.b,5b83.c
柃	6728.b,4ee4.c
柄	6728.b,4e19.c
柆	6728.b,7acb.c
柈	6728.b,534a.c
柊	6728.b,51ac.c
柎	6728.b,4ed8.c
柏	6728.b,767d.c
某	7518.d,6728.e
柑	6728.b,7518.c
柒	3cba.d,6728.e
染	6c3f.d,6728.e
柔	77db.d,6728.e
柖	6728.b,53ec.c
柘	6728.b,77f3.c
柙	6728.b,7532.c
柚	6728.b,7531.c
柜	6728.b,5de8.c
柝	6728.b,65a5.c
柞	6728.b,4e4d.c
柠	6728.b,5b81.c
柢	6728.b,6c10.c
柤	6728.b,4e14.c
查	6728.d,65e6.e
柧	6728.b,74dc.c
柩	6728.b,531b.c
柬	5341.a,2ffb.5341.2ff1.2ff4.56d7.4e37.4eba.m
柮	6728.b,51fa.c
柯	6728.b,53ef.c
柰	6728.d,793a.e
柱	6728.b,4e3b.c
柳	6728.b,536f.c
柴	6b64.d,6728.e
柵	6728.b,518c.c
柷	6728.b,5144.c
査	6728.d,4e14.e
柽	6728.b,5723.c
柾	6728.b,6b63.c
柿	6728.b,5e02.c
栀	6728.b,536e.c
栂	6728.b,6bcd.c
栃	6728.b,5389.c
栄	300ee.d,6728.e
栅	6728.b,518c.c
标	6728.b,793a.c
栈	6728.b,620b.c
栉	6728.b,8282.c
栊	6728.b,9f99.c
栋	6728.b,4e1c.c
栌	6728.b,5362.c
栎	6728.b,4e50.c
栏	6728.b,5170.c
栐	6728.b,6c38.c
树	6728.b,5bf9.c
栒	6728.b,65ec.c
栓	6728.b,5168.c
栖	6728.b,897f.c
栗	8980.d,6728.e
栝	6728.b,820c.c
栞	5e75.d,6728.e
栟	6728.b,5e76.c
校	6728.b,4ea4.c
栢	6728.b,767e.c
栩	6728.b,7fbd.c
株	6728.b,6731.c
栫	6728.b,5b58.c
栲	6728.b,8003.c
栳	6728.b,8001.c
栴	6728.b,2ff0.6728.2ff1.20089.4e39.c
样	6728.b,7f8a.c
核	6728.b,4ea5.c
根	6728.b,826e.c
栻	6728.b,5f0f.c
格	6728.b,5404.c
栽	2298f.a,6728.k
栾	3005c.d,6728.e
桀	821b.d,6728.e
桁	6728.b,884c.c
桂	6728.b,572d.c
桃	6728.b,5146.c
桄	6728.b,5149.c
桅	6728.b,5371.c
框	6728.b,5321.c
案	5b89.d,6728.e
桉	6728.b,5b89.c
桊	9fb9.d,6728.e
桌	2e8a.d,6772.e
桍	6728.b,5938.c
桎	6728.b,81f3.c
桐	6728.b,540c.c
桑	53d2.d,6728.e
桓	6728.b,4e98.c
桔	6728.b,5409.c
桕	6728.b,81fc.c
桙	6728.b,725f.c
桜	6728.b,302f7.c
桝	6728.b,821b.c
桟	6728.b,620b.c
桠	6728.b,4e9a.c
桡	6728.b,5c27.c
桢	6728.b,8d1e.c
档	6728.b,5f53.c
桤	6728.b,5c82.c
桥	6728.b,4e54.c
桦	6728.b,534e.c
桧	6728.b,4f1a.c
桨	2ff1.2ff0.4e2c.5915.6728.d,6728.e
桩	6728.b,5e84.c
桫	6728.b,6c99.c
桯	6728.b,5448.c
桲	6728.b,5b5b.c
桴	6728.b,5b5a.c
桶	6728.b,752c.c
桷	6728.b,89d2.c
桹	6728.b,826f.c
桾	6728.b,541b.c
桿	6728.b,65f1.c
梁	3197b.d,6728.e
梃	6728.b,5ef7.c
梅	6728.b,6bcf.c
梆	6728.b,90a6.c
梌	6728.b,4f59.c
梍	6728.b,7682.c
梏	6728.b,544a.c
梓	6728.b,8f9b.c
梔	6728.b,5df5.c
梗	6728.b,66f4.c
梛	6728.b,90a3.c
條	6538.a,6729.j
梟	4e3f.d,2ff1.4e3f.2ff9.2ff7.2ff4.23.28.4e00.2d.200cd.4e28.62.200cc.29.4e00.4e00.6728.e
梠	6728.b,5415.c
梢	6728.b,8096.c
梣	6728.b,5c91.c
梦	6797.d,5915.e
梧	6728.b,543e.c
梨	5229.d,6728.e
梭	6728.b,590b.c
梯	6728.b,5f1f.c
械	6728.b,6212.c
梱	6728.b,56f0.c
梳	6728.b,342c.c
梴	6728.b,5ef6.c
梵	6797.d,51e1.e
梶	6728.b,5c3e.c
梹	6728.b,5175.c
梺	6797.d,4e0b.e
梼	6728.b,5bff.c
梽	6728.b,5fd7.c
梾	6728.b,6765.c
梿	6728.b,8fde.c
检	6728.b,4f65.c
棁	6728.b,5151.c
棂	6728.b,7075.c
棄	20ad3.d,67bc.e
棆	6728.b,4f96.c
棉	6728.b,5e1b.c
棊	5176.d,6728.e
棋	6728.b,5176.c
棍	6728.b,6606.c
棐	975e.d,6728.e
棒	6728.b,5949.c
棓	6728.b,5485.c
棔	6728.b,660f.c
棕	6728.b,5b97.c
棗	673f.d,673f.e
棘	673f.b,673f.c
棚	6728.b,670b.c
棟	6728.b,6771.c
棠	9fb8.d,5446.e
棡	6728.b,5ca1.c
棣	6728.b,96b6.c
棤	6728.b,6614.c
棧	6728.b,6214.c
棨	22f04.d,6728.e
棪	6728.b,708e.c
棫	6728.b,6216.c
棬	6728.b,5377.c
森	6728.d,6797.e
棯	6728.b,5ff5.c
棰	6728.b,5782.c
棱	6728.b,590c.c
棲	6728.b,59bb.c
棵	6728.b,679c.c
棹	6728.b,5353.c
棺	6728.b,5b98.c
棻	8279.d,233f0.e
棼	6797.d,5206.e
棽	6797.d,4eca.e
椀	6728.b,5b9b.c
椁	6728.b,4eab.c
椄	6728.b,59be.c
椅	6728.b,5947.c
椆	6728.b,5468.c
椈	6728.b,530a.c
椋	6728.b,4eac.c
椌	6728.b,7a7a.c
植	6728.b,76f4.c
椎	6728.b,96b9.c
椏	6728.b,4e9e.c
椐	6728.b,5c45.c
椑	6728.b,5351.c
椒	6728.b,53d4.c
椓	6728.b,8c56.c
椙	6728.b,660c.c
椚	6728.b,9580.c
椛	6728.b,82b1.c
検	6728.b,3452.c
椟	6728.b,5356.c
椠	65a9.d,6728.e
椡	6728.b,5230.c
椢	6728.b,56fd.c
椣	6728.b,5178.c
椤	6728.b,7f57.c
椥	6728.b,77e5.c
椦	6728.b,52b5.c
椨	6728.b,5e9c.c
椪	6728.b,4e26.c
椭	6728.b,964f.c
椰	6728.b,8036.c
椴	6728.b,6bb5.c
椶	6728.b,3687.c
椸	6728.b,65bd.c
椹	6728.b,751a.c
椽	6728.b,5f56.c
椿	6728.b,6625.c
楂	6728.b,67e5.c
楊	6728.b,661c.c
楒	6728.b,601d.c
楓	6728.b,98a8.c
楔	6728.b,5951.c
楕	6728.b,2ff0.6728.2ff1.5de6.2e9d.c
楗	6728.b,5efa.c
楙	67d5.b,6728.c
楚	6797.d,758b.e
楜	6728.b,80e1.c
楝	6728.b,67ec.c
楞	6728.b,2c659.c
楠	6728.b,5357.c
楡	6728.b,4fde.c
楢	6728.b,914b.c
楣	6728.b,7709.c
楦	6728.b,5ba3.c
楩	6728.b,4fbf.c
楪	6728.b,67bc.c
楫	6728.b,54a0.c
業	4e1a.d,2634e.e
楮	6728.b,8005.c
楯	6728.b,76fe.c
楱	6728.b,594f.c
楳	6728.b,67d0.c
楴	6728.b,5e1d.c
極	6728.b,4e9f.c
楷	6728.b,7686.c
楸	6728.b,79cb.c
楹	6728.b,76c8.c
楼	6728.b,5a04.c
楽	2ff1.2ff0.2a79c.2ff1.4e3f.4e36.6728.d,6728.e
楾	6728.b,6cc9.c
榀	6728.b,54c1.c
榁	6728.b,5ba4.c
概	6728.b,65e2.c
榃	6797.d,7530.e
榄	6728.b,89c8.c
榅	6728.b,6637.c
榆	6728.b,4fde.c
榇	6728.b,4eb2.c
榈	6728.b,95fe.c
榉	6728.b,4e3e.c
榊	6728.b,795e.c
榍	6728.b,5c51.c
榎	6728.b,590f.c
榑	6728.b,5c03.c
榔	6728.b,90ce.c
榕	6728.b,5bb9.c
榖	23a8a.a,6728.k
榘	77e9.d,6728.e
榛	6728.b,79e6.c
榜	6728.b,65c1.c
榠	6728.b,51a5.c
榧	6728.b,532a.c
榨	6728.b,7a84.c
榫	6728.b,96bc.c
榭	6728.b,5c04.c
榮	241fe.d,6728.e
榰	6728.b,8006.c
榱	6728.b,8870.c
榲	6728.b,6637.c
榴	6728.b,7559.c
榷	6728.b,96ba.c
榻	6728.b,26407.c
榾	6728.b,9aa8.c
榿	6728.b,8c48.c
槁	6728.b,9ad8.c
槃	822c.d,6728.e
槇	6728.b,771f.c
槊	6714.d,6728.e
構	6728.b,5193.c
槌	6728.b,8ffd.c
槍	6728.b,5009.c
槎	6728.b,5dee.c
槐	6728.b,9b3c.c
槓	6728.b,8ca2.c
槔	6728.b,768b.c
様	6728.b,23d0e.c
槙	6728.b,771f.c
槚	6728.b,8d3e.c
槛	6728.b,76d1.c
槜	6728.b,96bd.c
槝	6728.b,5cf6.c
槞	6728.b,7adc.c
槟	6728.b,5bbe.c
槠	6728.b,8bf8.c
槧	65ac.d,6728.e
槨	6728.b,90ed.c
槫	6728.b,5c08.c
槭	6728.b,621a.c
槱	6728.b,2ff0.6728.2ff1.9149.706c.c
槲	6728.b,659b.c
槹	6728.b,7690.c
槻	6728.b,898f.c
槽	6728.b,66f9.c
槿	6728.b,5807.c
樂	2ff1.2ff4.221b6.767d.6728.d,6728.e
樅	6728.b,5f9e.c
樊	68e5.d,5927.e
樋	6728.b,901a.c
樌	6728.b,8cab.c
樒	6728.b,5bc6.c
樓	6728.b,5a41.c
樔	6728.b,5de2.c
樗	6728.b,96e9.c
樘	6728.b,5802.c
標	6728.b,7968.c
樛	6728.b,7fcf.c
樞	6728.b,5340.c
樟	6728.b,7ae0.c
模	6728.b,83ab.c
樢	6728.b,9ce5.c
樣	6728.b,7f95.c
樨	6728.b,7280.c
権	6728.b,2e976.c
横	6728.b,9ec4.c
樫	6728.b,5805.c
樮	6728.b,4673.c
樯	6728.b,556c.c
樱	6728.b,5a74.c
樵	6728.b,7126.c
樶	6728.b,6700.c
樸	6728.b,83d0.c
樹	6728.b,5c0c.c
樺	6728.b,83ef.c
樽	6728.b,5c0a.c
樾	6728.b,8d8a.c
橄	6728.b,6562.c
橇	6728.b,6bf3.c
橈	6728.b,582f.c
橋	6728.b,55ac.c
橐	30009.d,2ff1.5196409e.e#
橑	6728.b,5c1e.c
橘	6728.b,77de.c
橙	6728.b,767b.c
橛	6728.b,53a5.c
橞	6728.b,60e0.c
機	6728.b,5e7e.c
橡	6728.b,8c61.c
橢	6728.b,968b.c
橥	732a.d,6728.e
橦	6728.b,7ae5.c
橱	6728.b,53a8.c
橲	6728.b,559c.c
橸	6728.b,6676.c
橹	6728.b,9c81.c
橼	6728.b,7f18.c
橿	6728.b,757a.c
檀	6728.b,4eb6.c
檄	6728.b,656b.c
檍	6728.b,610f.c
檎	6728.b,79bd.c
檐	6728.b,8a79.c
檑	6728.b,96f7.c
檗	8f9f.d,6728.e
檜	6728.b,6703.c
檞	6728.b,89e3.c
檠	656c.d,6728.e
檢	6728.b,50c9.c
檣	6728.b,55c7.c
檩	6728.b,7980.c
檪	6728.b,697d.c
檫	6728.b,5bdf.c
檬	6728.b,8499.c
檮	6728.b,58fd.c
檳	6728.b,8cd3.c
檵	6728.b,386d.c
檸	6728.b,5be7.c
檻	6728.b,76e3.c
櫁	6728.b,871c.c
櫂	6728.b,7fdf.c
櫃	6728.b,5331.c
櫆	6728.b,9b41.c
櫑	6728.b,757e.c
櫓	6728.b,9b6f.c
櫚	6728.b,95ad.c
櫛	6728.b,7bc0.c
櫞	6728.b,7e01.c
櫟	6728.b,6a02.c
櫨	6728.b,76e7.c
櫪	6728.b,6b77.c
櫺	6728.b,971d.c
櫻	6728.b,5b30.c
欂	6728.b,8584.c
欄	6728.b,95cc.c
欅	6728.b,64e7.c
權	6728.b,96da.c
欒	470c.d,6728.e
欖	6728.b,89bd.c
欝	68e5.d,2ff1.7f5221b20.e#
欟	6728.b,89c0.c
欠	2e88.d,4eba.e
次	51ab.b,6b20.c
欢	53c8.b,6b20.c
欣	65a4.b,6b20.c
欤	4e0e.b,6b20.c
欧	533a.b,6b20.c
欲	8c37.b,6b20.c
欷	5e0c.b,6b20.c
欸	77e3.b,6b20.c
欹	5947.b,6b20.c
欺	5176.b,6b20.c
欻	708e.b,6b20.c
欽	91d1.b,6b20.c
款	309ed.b,6b20.c
歃	81ff.b,6b20.c
歅	5794.b,6b20.c
歆	97f3.b,6b20.c
歇	66f7.b,6b20.c
歉	517c.b,6b20.c
歌	54e5.b,6b20.c
歎	26c29.b,6b20.c
歐	5340.b,6b20.c
歓	2e976.b,6b20.c
歔	865a.b,6b20.c
歙	7fd5.b,6b20.c
歛	50c9.b,6b20.c
歟	8207.b,6b20.c
歡	96da.b,6b20.c
止	4e04.a,2e8a.l
正	4e00.d,6b62.e
此	6b62.b,5315.c
步	6b62.d,23942.e
武	2ff9.2ffd.5f0b.4e00.6b62.a,6b62.k
歧	6b62.b,652f.c
歩	6b62.d,5c11.e
歪	4e15.d,6b62.e
歯	6b62.d,3140d.e
歳	6b62.d,2ff1.6b62.2ff5.620c.5c0f.e
歴	20a75.a,6b62.j
歸	2ff0.2ff1.200a4.6b62.5e1a.b,5e1a.c
歹	4e00.d,5915.e
死	6b79.a,5315.j
歼	6b79.b,5343.c
歿	6b79.b,20b1b.c
殀	6b79.b,592d.c
殁	6b79.b,6bb3.c
殂	6b79.b,4e14.c
殃	6b79.b,592e.c
殄	6b79.b,3431.c
殆	6b79.b,53f0.c
殇	6b79.b,2ff0.6b79.2ff1.20089.200d3.c
殉	6b79.b,65ec.c
殊	6b79.b,6731.c
残	6b79.b,620b.c
殍	6b79.b,5b5a.c
殒	6b79.b,5458.c
殓	6b79.b,4f65.c
殕	6b79.b,5485.c
殖	6b79.b,76f4.c
殘	6b79.b,6214.c
殚	6b79.b,5355.c
殛	6b79.b,4e9f.c
殞	6b79.b,54e1.c
殡	6b79.b,5bbe.c
殣	6b79.b,5807.c
殤	6b79.b,2c037.c
殪	6b79.b,58f9.c
殫	6b79.b,55ae.c
殯	6b79.b,8cd3.c
殱	6b79.b,97ef.c
殲	6b79.b,97f1.c
殳	51e0.d,53c8.e
殴	533a.b,6bb3.c
段	2ff0.2ff7.2ffb.20086.4e00.4e8c.6bb3.b,6bb3.c
殷	3406.b,6bb3.c
殺	6740.b,6bb3.c
殻	58f2.b,6bb3.c
殼	58f3.b,6bb3.c
殿	21c52.b,6bb3.c
毀	31f2d.b,6bb3.c
毁	573c.b,6bb3.c
毂	2ff0.2ff1.58eb.519b.6bb3.b,6bb3.c
毅	8c59.b,6bb3.c
毆	5340.b,6bb3.c
毋	5b.31.3a.5d.4e3f.a,2ffb.5b.31.3a.5d.4e3f.2ffb.23.28.2d.200cc.200ca.78.30.29.4e00.m
毌	2ffb.2ff4.56d7.2e80.4e00.a,4e00.m
母	2ffb.2ff4.23.28.2d.200cc.200ca.78.30.29.2e80.4e00.a,4e00.m
毎	20089.d,6bcb.e
每	20089.d,6bcd.e
毐	58eb.d,6bcb.e
毒	9fb6.d,6bcd.e
毓	6bcf.b,342c.c
比	5315.b,5315.c
毕	6bd4.d,5341.e
毖	6bd4.d,5fc5.e
毗	7530.b,6bd4.c
毘	7530.d,6bd4.e
毙	6bd4.d,6b7b.e
毛	4e47.a,4e00.m
毟	5c11.d,6bdb.e
毡	6bdb.a,5360.l
毪	6bdb.a,725f.l
毫	4eb3.a,4e00.m
毬	6bdb.a,6c42.l
毯	6bdb.a,708e.l
毳	6bdb.d,3c8e.e
毵	53c2.b,6bdb.c
毹	4fde.b,6bdb.c
毽	6bdb.a,5efa.l
氅	655e.d,6bdb.e
氆	6bdb.a,666e.l
氇	6bdb.a,9c81.l
氈	4eb6.b,6bdb.c
氍	77bf.b,6bdb.c
氏	23.28.4e3f.200ca.29.a,2b820.j
氐	6c0f.d,4e36.e
民	5df3.a,2b820.j
氓	4ea1.b,6c11.c
气	20089.d,2ff1.4e0031c8.e#
氕	6c14.a,4e3f.k
氖	6c14.a,4e43.k
気	6c14.a,4e42.k
氘	6c14.a,2ff9.6c14.2ff0.4e3f.4e28.k
氙	6c14.a,5c71.k
氚	6c14.a,5ddd.k
氛	6c14.a,5206.k
氟	6c14.a,5f17.k
氡	6c14.a,51ac.k
氢	6c14.a,22016.k
氣	6c14.a,7c73.k
氤	6c14.a,56e0.k
氦	6c14.a,4ea5.k
氧	6c14.a,7f8a.k
氨	6c14.a,5b89.k
氩	6c14.a,4e9a.k
氪	6c14.a,514b.k
氮	6c14.a,708e.k
氯	6c14.a,5f55.k
氰	6c14.a,9752.k
氲	6c14.a,6637.k
水	31c7.b,306c5.c
氵	2ff2.2ff1.4e28.4e28.4e28.2ff1.4e28.4e28.b,2ff0.4e282ff2.2ff1.4e28.4e28.4e28.2ff1.4e28.4e28.c#
氷	2a70a.b,306c5.c
永	4e36.d,2ff1.4e36.2ff0.2ff9.200cc.31c7.2ff1.4e3f.4e36.e
氽	4eba.d,6c34.e
氾	6c35.b,353e.c
氿	6c35.b,4e5d.c
汀	6c35.b,4e01.c
汁	6c35.b,5341.c
求	2ffa.2ffb.2ceb0.2ff0.51ab.2ff1.4e3f.4e36.4e36.a,4e36.l
汆	5165.d,6c34.e
汇	6c35.b,531a.c
汈	6c35.b,5201.c
汉	6c35.b,53c8.c
汊	6c35.b,53c9.c
汋	6c35.b,52fa.c
汎	6c35.b,51e1.c
汐	6c35.b,5915.c
汔	6c35.b,4e5e.c
汕	6c35.b,5c71.c
汗	6c35.b,5e72.c
汚	6c35.b,4e90.c
汛	6c35.b,5342.c
汜	6c35.b,5df3.c
汝	6c35.b,5973.c
汞	5de5.d,6c34.e
江	6c35.b,5de5.c
池	6c35.b,4e5f.c
污	6c35.b,4e8f.c
汢	6c35.b,571f.c
汤	6c35.b,200d3.c
汧	6c35.b,5f00.c
汨	6c35.b,65e5.c
汩	6c35.b,66f0.c
汪	6c35.b,738b.c
汫	6c35.b,4e95.c
汭	6c35.b,5185.c
汰	6c35.b,592a.c
汲	6c35.b,53ca.c
汳	6c35.b,53cd.c
汴	6c35.b,535e.c
汶	6c35.b,6587.c
汹	6c35.b,51f6.c
決	6c35.b,592c.c
汽	6c35.b,6c14.c
汾	6c35.b,5206.c
沁	6c35.b,5fc3.c
沂	6c35.b,65a4.c
沃	6c35.b,592d.c
沄	6c35.b,4e91.c
沅	6c35.b,5143.c
沆	6c35.b,4ea2.c
沇	6c35.b,5141.c
沈	6c35.b,5198.c
沉	6c35.b,5197.c
沌	6c35.b,5c6f.c
沍	6c35.b,4e92.c
沏	6c35.b,5207.c
沐	6c35.b,6728.c
沒	6c35.b,20b1b.c
沓	6c34.d,65e5.e
沔	6c35.b,4e0f.c
沖	6c35.b,4e2d.c
沘	6c35.b,6bd4.c
沙	6c35.b,5c11.c
沚	6c35.b,6b62.c
沛	6c35.b,5dff.c
沟	6c35.b,52fe.c
没	6c35.b,6bb3.c
沢	6c35.b,5c3a.c
沣	6c35.b,4e30.c
沤	6c35.b,533a.c
沥	6c35.b,5386.c
沦	6c35.b,4ed1.c
沧	6c35.b,4ed3.c
沨	6c35.b,98ce.c
沩	6c35.b,4e3a.c
沪	6c35.b,6237.c
沫	6c35.b,672b.c
沭	6c35.b,672f.c
沮	6c35.b,4e14.c
沱	6c35.b,5b83.c
沲	6c35.b,340c.c
河	6c35.b,53ef.c
沸	6c35.b,5f17.c
油	6c35.b,7531.c
沺	6c35.b,7530.c
治	6c35.b,53f0.c
沼	6c35.b,53ec.c
沽	6c35.b,53e4.c
沾	6c35.b,5360.c
沿	6c35.b,3563.c
況	6c35.b,5144.c
泂	6c35.b,518b.c
泃	6c35.b,53e5.c
泄	6c35.b,4e16.c
泅	6c35.b,56da.c
泇	6c35.b,52a0.c
泉	767d.d,6c34.e
泊	6c35.b,767d.c
泌	6c35.b,5fc5.c
泐	6c35.b,961e.c
泓	6c35.b,5f18.c
泔	6c35.b,7518.c
法	6c35.b,53bb.c
泖	6c35.b,536f.c
泗	6c35.b,56db.c
泙	6c35.b,5e73.c
泚	6c35.b,6b64.c
泛	6c35.b,4e4f.c
泜	6c35.b,6c10.c
泝	6c35.b,65a5.c
泞	6c35.b,5b81.c
泠	6c35.b,4ee4.c
泡	6c35.b,5305.c
波	6c35.b,76ae.c
泣	6c35.b,7acb.c
泥	6c35.b,5c3c.c
注	6c35.b,4e3b.c
泪	6c35.b,76ee.c
泫	6c35.b,7384.c
泮	6c35.b,534a.c
泯	6c35.b,6c11.c
泰	215d7.d,6c3a.e
泱	6c35.b,592e.c
泳	6c35.b,6c38.c
泵	77f3.d,6c34.e
泶	300ee.d,6c34.e
泷	6c35.b,9f99.c
泸	6c35.b,5362.c
泺	6c35.b,4e50.c
泻	6c35.b,5199.c
泼	6c35.b,53d1.c
泽	6c35.b,20b24.c
泾	6c35.b,22016.c
洁	6c35.b,5409.c
洄	6c35.b,56de.c
洇	6c35.b,56e0.c
洈	6c35.b,5371.c
洋	6c35.b,7f8a.c
洌	6c35.b,5217.c
洎	6c35.b,81ea.c
洑	6c35.b,4f0f.c
洒	6c35.b,897f.c
洓	6c35.b,673f.c
洗	6c35.b,5148.c
洘	6c35.b,8003.c
洙	6c35.b,6731.c
洚	6c35.b,5905.c
洛	6c35.b,5404.c
洞	6c35.b,540c.c
洟	6c35.b,5937.c
洢	6c35.b,4f0a.c
洣	6c35.b,7c73.c
津	6c35.b,807f.c
洧	6c35.b,6709.c
洨	6c35.b,4ea4.c
洩	6c35.b,66f3.c
洪	6c35.b,5171.c
洫	6c35.b,8840.c
洭	6c35.b,5321.c
洮	6c35.b,5146.c
洱	6c35.b,8033.c
洲	6c35.b,5dde.c
洳	6c35.b,5982.c
洴	6c35.b,5e76.c
洵	6c35.b,65ec.c
洶	6c35.b,5308.c
洸	6c35.b,5149.c
洹	6c35.b,4e98.c
洺	6c35.b,540d.c
活	6c35.b,820c.c
洼	6c35.b,572d.c
洽	6c35.b,5408.c
派	6c35.b,200a2.c
洿	6c35.b,5938.c
流	6c35.b,342c.c
浃	6c35.b,5939.c
浄	6c35.b,4e89.c
浅	6c35.b,620b.c
浆	2ff1.2ff0.4e2c.5915.6c34.d,6c34.e
浇	6c35.b,5c27.c
浈	6c35.b,8d1e.c
浉	6c35.b,5e08.c
浊	6c35.b,866b.c
测	6c35.b,5219.c
浍	6c35.b,4f1a.c
济	6c35.b,9f50.c
浏	6c35.b,5218.c
浐	6c35.b,4ea7.c
浑	6c35.b,519b.c
浒	6c35.b,8bb8.c
浓	6c35.b,519c.c
浔	6c35.b,5bfb.c
浕	6c35.b,5c3d.c
浙	6c35.b,6298.c
浚	6c35.b,590b.c
浛	6c35.b,542b.c
浜	6c35.b,5175.c
浞	6c35.b,8db3.c
浟	6c35.b,6538.c
浠	6c35.b,5e0c.c
浡	6c35.b,5b5b.c
浣	6c35.b,5b8c.c
浤	6c35.b,5b8f.c
浥	6c35.b,9091.c
浦	6c35.b,752b.c
浩	6c35.b,544a.c
浪	6c35.b,826f.c
浬	6c35.b,91cc.c
浭	6c35.b,66f4.c
浮	6c35.b,5b5a.c
浯	6c35.b,543e.c
浰	6c35.b,5229.c
浲	6c35.b,5906.c
浴	6c35.b,8c37.c
海	6c35.b,6bcf.c
浸	6c35.b,20b36.c
浹	6c35.b,593e.c
浼	6c35.b,514d.c
涂	6c35.b,4f59.c
涄	6c35.b,7539.c
涅	6c35.b,573c.c
消	6c35.b,8096.c
涉	6c35.b,6b65.c
涌	6c35.b,752c.c
涍	6c35.b,5b5d.c
涎	6c35.b,5ef6.c
涐	6c35.b,6211.c
涑	6c35.b,675f.c
涓	6c35.b,8099.c
涔	6c35.b,5c91.c
涕	6c35.b,5f1f.c
涘	6c35.b,77e3.c
涙	6c35.b,623e.c
涛	6c35.b,5bff.c
